student.id,student.fte_mean,student.term_gpa_mean,student.term_gpa_max,student.term_gpa_min,student.term_gpa_last,student.term_gpa_program_mean,student.term_gpa_program_max,student.term_gpa_program_min,student.term_gpa_program_last,student.status_academic_desc_last,student.isGraduated_max,graduation_year_max,student.gender_desc,student.age,student_permAddress.zone_type,student_originSchool.gpa,student_originSchool.isITESM,student.isForeign,student.isFirstGeneration,student_admission_test.score,student_admission_test_disc.dominance_score,student_admission_test_disc.influence_score,student_admission_test_disc.steadiness_score,student_admission_test_disc.conscientiousness_score,student_admission_test_valuesIndex.aesthetic_score,student_admission_test_valuesIndex.economic_score,student_admission_test_valuesIndex.individualistic_score,student_admission_test_valuesIndex.political_score,student_admission_test_valuesIndex.altruistic_score,student_admission_test_valuesIndex.regulatory_score,student_admission_test_valuesIndex.theoretical_score,student.cohort_id,student.isTec21,mainCampus.region_code,program.school_desc,program.major_id
2326,0.8024999999999999,95.3,99.0,91.5,96.4,93.91666666666667,94.9,93.4,94.5,7,1,2021AD,Male,0,0,99.0,0,1,-1,1522,56,53,46,77,10,46,45,86,53,36,80,2017,0,RO,EIC,IMD
2339,0.7907692307692307,93.06923076923077,98.5,84.6,95.0,90.94615384615385,92.8,85.3,92.8,7,1,2022FJ,Male,0,0,97.0,0,0,1,1427,49,53,53,77,35,31,65,63,70,45,45,2017,0,RN,EN,LIN
2348,0.753076923076923,95.26153846153846,100.0,91.4,97.0,93.96153846153847,95.0,92.4,95.0,7,1,2023FJ,Female,0,0,95.0,0,0,0,1457,56,46,77,53,53,22,50,61,58,35,73,2018,0,RCS,EAAD,LAD
2372,0.7057142857142857,94.79285714285713,99.0,85.5,96.8,92.01428571428572,94.2,89.1,94.2,7,1,2021AD,Male,1,1,96.39,0,0,-1,1506,49,53,77,53,45,9,58,43,65,35,95,2017,0,RO,EIC,IBT
2387,0.7530769230769232,88.43846153846154,99.0,66.0,99.0,86.41538461538462,89.7,82.9,89.4,7,1,2020AD,Male,0,0,96.0,0,1,-1,1406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCMX,EIC,ISC
2392,0.7426666666666667,93.28,100.0,83.0,83.0,93.13333333333334,94.3,92.5,93.1,7,0,-1,Female,0,0,99.0,0,0,-1,1402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCMX,EN,LIN
2415,0.8223076923076924,84.86153846153846,97.6,0.0,95.7,90.53846153846153,92.5,88.8,92.3,7,1,2021AD,Male,0,1,96.0,0,0,-1,1402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RO,EIC,IIS
2430,0.753076923076923,86.9923076923077,99.0,0.0,95.3,85.97692307692309,93.9,0.0,93.9,7,1,2021AD,Female,0,0,91.0,0,0,1,1561,42,81,53,53,26,46,30,51,86,41,75,2017,0,RN,EIC,ING
2432,0.7353333333333334,90.14666666666668,100.0,81.0,98.0,88.70666666666666,94.0,86.9,89.4,7,1,2022FJ,Male,0,-1,99.0,0,0,1,1518,49,60,63,53,56,28,41,45,40,43,99,2017,0,RN,EIC,IMT
2441,0.8518181818181819,94.16363636363636,100.0,89.5,92.2,93.0,93.8,90.6,93.3,7,1,2018AD,Male,0,0,96.0,0,0,-1,1568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EIC,IMT
2459,0.8366666666666668,90.31666666666666,100.0,81.7,93.0,88.66666666666667,90.0,86.7,89.6,7,1,2020AD,Male,0,0,92.0,0,0,-1,1508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RO,EIC,BCP
2460,0.77,88.64615384615385,97.3,77.8,95.0,86.41538461538462,89.1,84.4,87.7,-1,0,-1,Male,0,1,95.0,0,1,1,1422,42,81,53,53,53,1,43,40,93,55,65,2018,0,RM,EMCS,MC
2472,0.8038461538461538,86.70769230769231,98.7,0.0,98.0,95.75384615384615,97.8,94.9,95.8,7,1,2022FJ,Male,0,-1,99.0,0,0,1,1421,56,39,77,67,28,79,28,60,68,41,58,2017,0,RO,EN,LAE
2477,0.8754545454545455,96.96363636363635,100.0,95.1,96.2,96.95454545454545,98.0,96.5,96.7,7,1,2019AD,Female,0,0,100.0,0,0,-1,1405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RN,EIC,IBT
2479,0.9045454545454544,93.04545454545455,98.5,82.5,93.3,91.65454545454546,93.7,88.8,93.7,7,1,2023FJ,Female,0,1,96.2,0,0,1,1417,67,67,46,46,31,86,48,71,43,36,48,2018,0,RCMX,EN,LIN
2501,0.6882352941176471,83.24705882352941,97.5,0.0,83.0,86.2235294117647,92.8,0.0,90.7,7,0,-1,Male,0,0,99.0,0,1,0,1531,56,60,53,53,50,49,25,71,53,35,75,2018,0,RCMX,EIC,IBT
2513,0.6753333333333333,82.89333333333335,96.8,0.0,76.9,86.77333333333333,89.1,80.3,87.8,7,1,2022AD,Female,0,0,95.0,0,0,1,1499,35,67,77,53,68,31,35,65,56,21,76,2018,0,RCS,EAAD,LAD
2516,0.7875,93.19166666666666,100.0,87.6,100.0,91.75,93.1,90.5,92.7,7,1,2021FJ,Male,0,1,99.0,0,0,-1,1405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCMX,EIC,IMT
2517,0.9281818181818182,93.02727272727272,98.4,82.3,98.4,89.99090909090908,92.7,86.2,92.7,7,1,2023FJ,Female,0,0,92.0,0,0,1,1505,67,67,39,53,30,25,40,65,90,41,61,2018,0,RM,EIC,IBT
2520,0.6920000000000001,93.83333333333333,100.0,87.3,89.5,90.92,92.9,87.7,92.8,7,0,-1,Female,0,0,97.0,0,1,1,1416,67,67,21,77,21,89,16,70,65,40,63,2018,0,RN,EIC,IMT
2521,0.7883333333333334,89.13333333333333,97.0,74.8,91.0,88.95,91.1,82.8,91.0,7,1,2019JM,Male,0,0,96.0,0,0,-1,1512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCS,EAAD,LAD
2527,0.7338461538461538,89.5,100.0,75.8,94.0,86.8153846153846,90.0,84.6,88.2,7,1,2021FJ,Female,0,0,91.0,0,1,-1,1533,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EIC,IMD
2531,0.7845454545454547,89.81818181818181,93.6,84.7,86.7,89.71818181818183,90.7,87.9,89.7,7,1,2020FJ,Male,0,1,91.0,0,0,-1,1475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RO,EN,LAE
2539,0.7733333333333333,94.14166666666667,98.2,80.0,97.8,93.78333333333335,94.8,92.1,94.8,7,1,2019AD,Male,0,0,94.0,0,1,-1,1470,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCS,ECSG,LDP
2545,0.7599999999999999,95.76666666666667,98.2,91.6,95.0,96.06666666666666,96.6,94.7,95.7,7,1,2022AD,Male,0,0,99.0,0,0,0,1537,56,67,53,46,55,36,48,56,75,40,45,2018,0,RCMX,EN,LEM
2592,0.7528571428571428,84.58571428571429,100.0,0.0,95.8,88.57857142857142,90.6,86.7,90.6,7,1,2023FJ,Male,0,0,92.95,0,0,1,1437,67,46,63,53,25,31,35,55,86,31,90,2018,0,RM,EIC,IFI
2595,0.8925000000000001,91.60833333333333,100.0,86.8,92.6,89.11666666666667,90.6,87.6,90.6,7,1,2019JM,Female,0,1,96.0,0,0,-1,1446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCS,EN,LMC
2598,0.816923076923077,94.06153846153846,99.0,88.0,92.5,93.30000000000001,94.3,92.6,93.7,7,1,2021AD,Male,0,-1,96.0,0,-1,-1,1479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IIS
2602,0.7984615384615386,88.5923076923077,100.0,77.0,93.3,88.69999999999999,91.4,86.8,88.5,7,1,2021FJ,Male,0,0,99.0,0,1,-1,1414,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EIC,BCP
2617,0.8158333333333334,93.05833333333334,100.0,85.0,89.3,94.47500000000001,96.8,92.5,92.5,7,1,2020FJ,Male,1,0,99.0,0,0,-1,1430,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCS,EN,LAE
2625,1.02,77.45,79.2,76.3,79.2,76.85,77.4,76.3,77.4,7,0,-1,Male,0,0,91.66,0,0,-1,1389,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EIC,IMT
2644,0.7831250000000001,80.8625,95.0,38.0,73.0,85.64375,89.0,83.5,83.5,7,1,2021AD,Female,0,1,93.0,0,0,-1,1481,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EN,LEM
2648,0.808,93.81333333333333,100.0,76.0,95.2,94.26,97.1,91.6,93.7,7,1,2023FJ,Male,0,0,98.0,0,0,0,1444,49,46,63,77,85,15,45,33,68,23,81,2017,0,RM,EAAD,ARQ
2656,0.8158333333333333,93.04166666666667,99.5,88.7,97.3,91.45833333333333,92.3,90.8,92.3,7,1,2021AD,Male,0,1,96.0,0,1,0,1555,67,99,46,32,20,49,48,78,48,26,88,2017,0,RCMX,EIC,IMD
2702,0.7757142857142858,89.42142857142858,99.4,0.0,95.7,95.62142857142858,96.2,95.0,96.2,7,1,2021FJ,Male,0,1,96.0,0,0,-1,1450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EAAD,ARQ
2738,0.605,94.41666666666667,97.8,91.3,97.8,92.86666666666667,93.2,92.7,93.2,7,1,2019JM,Male,1,0,97.0,0,0,-1,1501,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCS,EIC,IC
2754,0.8225000000000001,79.35000000000001,94.3,0.0,94.3,84.83333333333333,86.6,81.1,85.9,7,1,2019JM,Female,0,0,94.7,0,1,-1,1363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EIC,IIS
2757,0.6913333333333334,91.63333333333334,98.0,76.0,92.0,90.58666666666666,91.8,87.2,91.8,7,1,2022FJ,Female,0,0,96.8,0,0,-1,1464,67,99,53,25,50,38,56,41,51,31,86,2017,0,RCS,EIC,IBT
2760,0.8358333333333333,92.0,98.0,83.5,90.3,92.53333333333335,94.5,91.2,91.2,7,1,2021FJ,Female,0,0,96.0,0,0,-1,1412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RN,EN,LDN
2770,0.7221428571428571,90.08571428571429,97.2,74.5,92.4,88.25,90.4,84.2,90.4,7,1,2020AD,Male,0,0,96.0,0,0,-1,1510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCMX,EIC,ISC
2774,0.8225000000000001,86.76666666666667,97.0,75.0,85.3,87.23333333333333,89.0,86.3,86.7,7,1,2022AD,Female,1,0,97.0,0,1,0,1479,67,99,32,46,38,40,40,45,66,30,96,2018,0,RCMX,EIC,IMT
2785,0.7584615384615384,84.9076923076923,100.0,0.0,100.0,90.46923076923076,92.1,89.2,92.1,7,1,2021AD,Female,0,-1,96.0,0,0,-1,1442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RO,EIC,IMT
2797,1.04,90.80000000000001,95.9,85.7,85.7,93.55000000000001,95.9,91.2,91.2,7,0,-1,Female,0,2,98.0,0,0,0,1520,67,67,53,39,43,7,30,50,86,38,95,2018,0,RO,EIC,ING
2801,0.7741666666666668,91.45833333333333,98.5,83.5,98.5,89.875,92.1,88.6,91.3,7,1,2021FJ,Female,0,1,99.0,0,1,-1,1440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EIC,BCN
2807,0.8624999999999999,87.09166666666665,99.0,0.0,99.0,93.51666666666667,94.1,92.5,93.4,7,1,2021FJ,Male,0,1,100.0,0,0,-1,1503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IIS
2842,0.8615384615384615,87.26923076923077,100.0,78.8,100.0,84.96153846153847,88.7,82.7,85.4,7,0,-1,Male,0,0,91.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCMX,EN,LMC
2885,0.7999999999999999,86.21428571428571,96.4,77.4,83.4,85.51428571428572,87.3,84.0,86.7,7,1,2020AD,Female,0,0,97.0,0,0,-1,1440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RO,EIC,IIS
2891,0.8954545454545456,87.77272727272727,100.0,0.0,98.8,94.34545454545454,95.8,91.8,94.5,7,1,2023FJ,Female,0,0,100.0,0,0,0,1478,49,53,53,77,40,6,41,45,81,63,73,2018,0,RCS,EIC,IMT
2897,0.8433333333333334,88.175,100.0,0.0,98.8,94.84166666666665,95.9,92.9,95.9,7,1,2022FJ,Male,0,1,100.0,0,1,1,1431,56,81,53,39,63,52,45,53,65,20,60,2017,0,RCS,EIC,ITC
2903,0.746923076923077,95.83846153846154,100.0,90.5,100.0,94.43076923076923,94.8,93.9,94.7,7,1,2020FJ,Male,0,0,97.0,0,0,-1,1449,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RN,EIC,IMT
2916,0.687857142857143,87.75714285714285,100.0,0.0,96.0,94.04285714285713,94.9,93.7,94.3,7,1,2021FJ,Female,0,0,98.0,0,0,-1,1494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RO,EIC,IBT
2917,0.7269230769230769,89.55384615384615,95.7,70.0,87.0,89.87692307692306,91.2,88.3,90.5,7,1,2019AD,Male,0,2,97.0,0,0,-1,1420,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RO,EN,LIN
2919,0.8454545454545456,75.7909090909091,100.0,0.0,97.5,93.2090909090909,97.4,91.2,92.5,7,1,2020FJ,Female,0,0,91.84,0,0,-1,1436,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RM,ECSG,LEC
2935,0.75,81.01666666666667,90.5,70.4,81.0,83.45,90.5,80.0,80.6,7,0,-1,Male,0,0,95.0,0,0,-1,1390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCS,EIC,BMI
2957,0.8300000000000001,87.81666666666666,97.0,82.2,97.0,85.49166666666667,87.8,83.6,87.8,7,1,2019AD,Female,0,0,97.6,0,1,-1,1431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RO,EIC,ISC
2959,0.8890909090909092,93.48181818181818,100.0,86.0,95.3,91.45454545454545,93.2,88.9,93.2,7,1,2022AD,Male,0,0,100.0,0,0,0,1424,49,67,46,67,13,67,61,71,45,41,61,2018,0,RN,EIC,ITC
2971,0.7625,81.49375,95.6,64.8,95.6,78.7,87.0,74.7,81.5,7,1,2019AD,Female,0,1,97.49,0,0,-1,1516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EIC,IMD
2979,0.7871428571428571,84.60000000000001,100.0,0.0,93.0,87.72142857142856,90.1,84.4,89.6,7,1,2020FJ,Male,0,0,92.0,0,1,-1,1423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCMX,EIC,IC
2981,0.8949999999999999,83.47999999999999,97.2,0.0,97.2,91.89,92.9,91.1,92.9,7,1,2019JM,Male,0,2,98.0,0,0,-1,1372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EIC,IMT
2982,0.8358333333333334,89.3,100.0,0.0,99.2,96.03333333333335,97.0,93.2,97.0,7,1,2019JM,Female,0,0,98.0,0,0,-1,1427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EN,LDN
2985,0.7133333333333334,92.44,99.0,84.0,94.3,92.22,94.2,91.4,92.0,7,1,2023FJ,Male,0,0,98.0,0,0,0,1449,49,60,63,53,60,3,40,36,85,55,70,2018,0,RN,EIC,IMT
2986,0.7026666666666668,89.53999999999999,99.1,0.0,97.4,95.04,95.4,94.3,95.4,7,1,2021FJ,Female,0,0,100.0,0,0,-1,1422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IDS
2989,0.8158333333333333,92.51666666666667,97.0,86.3,95.6,91.08333333333333,93.3,89.9,92.0,7,1,2020AD,Female,0,1,99.0,0,1,-1,1499,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EN,LAF
2994,0.776923076923077,95.83076923076922,99.5,91.0,97.0,95.4923076923077,96.3,94.9,95.7,7,1,2018AD,Female,0,-1,90.34,0,-1,-1,1510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RN,EIC,IBN
3013,0.7884615384615384,88.13076923076923,96.9,76.8,85.5,92.1,97.0,87.7,87.7,7,0,-1,Male,0,0,97.0,0,1,1,1544,67,60,53,46,35,13,28,48,85,55,86,2018,0,RM,EIC,BCN
3017,0.8107692307692308,88.8153846153846,96.0,75.8,94.5,87.23076923076923,89.7,85.7,88.4,7,1,2022AD,Female,0,0,98.0,0,0,1,1404,56,46,46,88,43,19,48,58,25,63,95,2017,0,RM,EIC,IQA
3018,0.8361538461538461,77.7,94.4,1.0,82.0,85.33846153846154,91.5,75.0,84.0,7,0,-1,Male,2,0,98.0,0,1,-1,1542,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EIC,IFI
3026,0.7892857142857144,87.68571428571428,98.8,0.0,98.8,91.08571428571429,94.2,85.0,94.2,7,1,2022FJ,Male,0,-1,95.0,0,0,1,1405,67,53,63,46,31,71,11,70,68,38,71,2017,0,RCS,EIC,IBT
3044,0.7941666666666666,91.8,99.0,84.4,84.4,91.30833333333334,94.0,90.5,90.6,7,1,2020AD,Female,0,0,95.48,1,0,-1,1422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EHE,LCMD
3052,0.7699999999999999,90.72857142857143,97.5,81.8,81.8,89.68571428571428,94.8,87.1,89.6,7,1,2022FJ,Male,0,1,98.5,0,0,1,1406,49,81,46,53,26,62,30,86,65,45,45,2017,0,RO,EN,NEG
3091,0.6885714285714286,95.7,98.6,88.0,98.6,94.84285714285714,95.9,93.5,95.3,7,1,2022AD,Female,0,0,99.64,1,0,1,1405,56,53,53,67,40,59,30,58,81,55,36,2018,0,RCS,EN,LIN
3100,0.7462500000000001,93.01875,100.0,84.5,94.2,92.775,95.6,91.3,93.1,7,1,2022AD,Female,0,1,97.0,0,1,1,1521,49,60,63,53,28,44,38,58,78,38,71,2017,0,RCMX,EIC,IID
3110,0.7846153846153846,92.53846153846153,100.0,80.3,88.3,88.11538461538461,91.5,84.8,91.3,7,1,2022FJ,Female,0,0,96.0,0,1,0,1426,81,81,46,32,33,52,43,63,40,48,78,2017,0,RCMX,EIC,IID
3112,0.8158333333333333,95.51666666666667,100.0,90.1,97.3,93.175,94.7,90.1,94.7,7,1,2018AD,Female,0,0,96.0,0,0,-1,1366,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EN,LAE
3120,0.7407692307692307,87.43076923076923,100.0,0.0,89.2,93.83076923076922,95.1,92.8,93.6,7,1,2022FJ,Male,0,0,99.4,0,1,0,1559,56,81,32,67,23,46,46,70,81,46,43,2018,0,RCMX,ECSG,LEF
3133,0.81,90.49166666666667,95.8,87.3,91.7,89.19166666666666,90.0,88.5,90.0,7,1,2021FJ,Female,0,-1,99.0,0,-1,-1,1510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RN,EIC,IMT
3136,0.7461538461538463,98.1923076923077,100.0,95.0,99.0,97.74615384615385,98.0,97.5,98.0,7,1,2022AD,Male,0,2,100.0,0,0,1,1455,56,46,63,67,40,44,30,58,63,31,90,2018,0,RO,EIC,IIS
3137,0.9045454545454544,92.95454545454545,96.5,90.0,94.3,93.41818181818181,96.0,92.7,92.8,7,1,2020FJ,Female,0,0,98.0,0,0,-1,1530,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCMX,EN,LIN
3138,0.7846153846153846,92.9923076923077,100.0,86.2,99.6,90.33076923076922,92.5,88.9,92.5,7,1,2020AD,Female,0,0,99.0,0,0,-1,1453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RO,EIC,IIS
3149,0.7276923076923077,87.5923076923077,100.0,0.0,97.6,93.8153846153846,94.9,93.0,93.8,7,1,2020AD,Female,1,0,97.0,0,1,-1,1479,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EIC,IIS
3155,0.7464285714285716,95.74285714285715,100.0,91.3,98.7,94.49285714285715,95.8,91.3,95.2,7,1,2021FJ,Female,0,0,96.2,0,1,-1,1448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCMX,EMCS,MC
3156,0.9208333333333334,89.20833333333333,95.0,83.7,89.6,90.31666666666666,93.2,88.9,89.2,7,1,2018AD,Male,0,1,97.0,0,0,-1,1391,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RN,EAAD,ARQ
3158,0.7976923076923078,93.92307692307692,99.4,84.0,97.7,93.35384615384615,94.3,92.0,94.2,7,1,2022FJ,Male,0,2,100.0,0,1,0,1437,56,60,63,46,68,31,48,43,38,41,83,2017,0,RO,EIC,IMT
3164,0.6275000000000001,95.29375,100.0,86.2,98.0,91.625,93.2,89.8,93.2,7,1,2022AD,Female,0,0,98.48,0,1,0,1423,67,67,46,46,53,12,45,33,78,33,96,2018,0,RN,EIC,IBQ
3174,0.7935714285714285,80.68571428571428,99.5,0.0,88.5,86.87142857142858,87.7,85.8,87.7,7,1,2022FJ,Male,0,0,96.0,0,1,0,1507,67,21,63,88,66,36,48,33,36,43,91,2017,0,RCMX,EIC,BAU
3176,0.7121428571428572,94.32857142857142,100.0,84.0,91.8,94.22857142857143,95.8,92.6,92.8,7,1,2022AD,Female,0,0,92.0,0,0,1,1500,42,39,63,99,71,13,28,30,60,50,98,2018,0,RCMX,EIC,ISC
3209,0.6913333333333334,84.06,99.0,0.0,82.3,92.38000000000001,93.7,91.1,91.1,7,0,2023FJ,Female,0,2,100.0,0,1,1,1435,56,46,53,77,40,18,46,35,80,36,96,2018,0,RO,EIC,IFI
3210,0.7592307692307693,89.79230769230769,97.5,75.3,91.7,88.96923076923076,91.5,86.7,89.3,7,1,2021AD,Male,0,1,95.0,0,1,-1,1427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCS,EIC,IME
3211,0.8016666666666667,88.75,99.5,0.0,98.4,95.91666666666667,96.7,95.0,96.7,7,1,2022AD,Male,0,0,99.0,0,0,1,1469,67,81,39,46,18,24,36,71,78,50,75,2018,0,RN,EIC,IMT
3216,0.7599999999999999,95.72500000000001,98.6,92.8,97.7,94.825,95.6,94.0,95.6,7,1,2023FJ,Male,0,0,97.0,0,0,0,1583,56,67,39,67,36,30,41,70,65,30,81,2018,0,RO,EIC,IIS
3220,0.8091666666666667,90.83333333333333,95.5,85.0,95.5,89.81666666666666,90.8,88.6,90.8,7,1,2019JM,Female,1,0,91.79,0,0,-1,1510,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EAAD,LDI
3229,0.8818181818181817,84.63636363636364,99.0,0.0,94.4,92.11818181818181,92.8,91.1,92.8,7,1,2018AD,Female,0,0,97.0,0,0,-1,1452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RN,EIC,IIS
3239,0.9045454545454544,92.4090909090909,98.7,80.6,93.8,91.27272727272727,94.8,88.8,92.3,7,1,2021AD,Male,0,1,95.0,0,0,0,1496,67,81,21,67,50,43,20,78,45,33,88,2017,0,RO,EIC,ISC
3245,0.7400000000000001,94.13846153846154,96.8,88.0,95.3,94.37692307692308,96.7,93.6,94.0,7,1,2022FJ,Male,0,0,97.0,0,0,1,1435,56,60,88,32,55,55,51,68,30,21,78,2017,0,RCMX,EIC,ITC
3256,0.6866666666666668,90.11333333333333,100.0,0.0,98.3,95.8,96.5,95.1,95.7,7,1,2023FJ,Female,0,0,95.0,0,0,1,1447,49,81,46,53,38,3,55,51,86,50,65,2018,0,RO,EN,NEG
3270,0.8672727272727273,86.43636363636364,98.0,0.0,0.0,95.10909090909091,95.9,93.0,95.8,-1,1,2019AD,Female,0,0,98.0,0,1,-1,1412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCS,EN,LMC
3280,0.980909090909091,84.05454545454546,97.0,0.0,93.2,94.31818181818181,96.8,92.3,92.3,7,1,2019AD,Male,0,0,98.0,0,0,-1,1440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EIC,IDS
3297,0.8430769230769232,93.53846153846153,98.5,82.8,82.8,94.79230769230769,97.7,93.7,93.7,7,1,2019JM,Female,0,-1,97.0,0,0,-1,1503,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EN,LCDE
3303,0.7514285714285714,93.05714285714285,100.0,63.0,99.5,93.70714285714287,94.5,92.6,93.6,7,1,2022FJ,Female,0,0,100.0,0,0,-1,1523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RO,EIC,IMT
3310,0.7984615384615383,92.27692307692307,98.0,86.4,98.0,90.5076923076923,91.9,88.3,91.4,7,1,2021FJ,Male,0,0,98.0,0,0,-1,1404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RN,EIC,IMT
3311,0.8963636363636364,94.02727272727272,98.8,89.7,98.8,92.82727272727273,93.9,92.3,93.3,7,1,2019AD,Male,0,-1,99.0,0,0,-1,1405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RO,EIC,IIS
3320,0.8858333333333334,97.93333333333334,99.8,96.5,98.9,97.35833333333333,98.0,96.8,97.8,7,1,2022FJ,Female,0,2,98.0,0,0,1,1444,49,53,63,67,23,83,51,60,53,35,58,2017,0,RO,EN,LIN
3327,0.66375,88.8875,97.5,61.0,93.0,90.6375,93.6,89.7,90.6,7,0,2023FJ,Female,0,1,100.0,0,1,1,1517,49,46,53,88,28,55,55,71,31,21,96,2017,0,RO,EIC,IMD
3344,0.8518181818181819,90.77272727272727,96.0,84.0,95.2,91.10909090909091,92.6,90.2,91.8,7,1,2020FJ,Female,0,0,91.92,0,0,-1,1514,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RM,EIC,IIS
3346,0.7885714285714285,91.75714285714285,98.0,85.0,95.7,90.96428571428571,91.8,89.7,91.8,7,1,2020FJ,Male,0,-1,96.0,0,-1,-1,1416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RM,EIC,IMT
3347,0.8918181818181818,94.27272727272727,97.3,89.3,97.2,94.0,94.6,93.6,93.9,7,1,2020AD,Male,0,2,99.0,0,1,-1,1535,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EHE,LLE
3361,0.7471428571428572,84.30714285714285,97.5,0.0,97.5,88.69285714285715,90.5,87.4,90.5,7,1,2021FJ,Female,0,-1,99.0,0,0,-1,1444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RO,EIC,IMT
3362,0.8849999999999999,87.10000000000001,100.0,71.0,93.0,86.05833333333334,87.4,84.0,85.2,7,0,-1,Female,1,0,90.0,0,0,-1,1515,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCMX,EN,LAE
